year,region,pathway,total_capacity_mt_yr,new_capacity_mt_yr,expansion_triggered,solver_status,npv_cost_usd_m
2025,EU,HEFA,0.3202,0.1202,True,optimal,0.215
2025,EU,ATJ,0.8,0.8,True,optimal,0.215
2025,EU,FT-MSW,0.375,0.375,True,optimal,0.215
2025,EU,PtL,7.2966,7.2966,True,optimal,0.215
2025,EU,Co-processing,0.375,0.375,True,optimal,0.215
2025,US,HEFA,0.3846,0.1346,True,optimal,0.215
2025,US,ATJ,1.2,1.2,True,optimal,0.215
2025,US,FT-MSW,0.5,0.5,True,optimal,0.215
2025,US,PtL,3.635,3.635,True,optimal,0.215
2025,US,Co-processing,0.5,0.5,True,optimal,0.215
2025,APAC,HEFA,0.269,0.149,True,optimal,0.215
2025,APAC,ATJ,1.6,1.6,True,optimal,0.215
2025,APAC,FT-MSW,0.75,0.75,True,optimal,0.215
2025,APAC,PtL,2.9094,2.9094,True,optimal,0.215
2025,APAC,Co-processing,0.625,0.625,True,optimal,0.215
2025,MENA,HEFA,0.0529,0.0529,True,optimal,0.215
2025,MENA,ATJ,0.12,0.12,True,optimal,0.215
2025,MENA,FT-MSW,0.05,0.05,True,optimal,0.215
2025,MENA,PtL,5.9173,5.9173,True,optimal,0.215
2025,MENA,Co-processing,0.125,0.125,True,optimal,0.215
2025,LATAM,ATJ,1.4995,1.4995,True,optimal,0.215
2025,LATAM,Co-processing,0.3077,0.3077,True,optimal,0.215
2025,ROW,ATJ,1.0,1.0,True,optimal,0.215
2025,ROW,FT-MSW,0.2372,0.2372,True,optimal,0.215
2025,ROW,Co-processing,0.3846,0.3846,True,optimal,0.215
2026,EU,HEFA,0.444,0.1238,True,optimal,0.106
2026,EU,ATJ,1.624,0.824,True,optimal,0.106
2026,EU,FT-MSW,0.7612,0.3862,True,optimal,0.106
2026,EU,PtL,10.1729,2.8763,True,optimal,0.106
2026,EU,Co-processing,0.7612,0.3862,True,optimal,0.106
2026,US,HEFA,0.5233,0.1387,True,optimal,0.106
2026,US,ATJ,2.436,1.236,True,optimal,0.106
2026,US,FT-MSW,1.015,0.515,True,optimal,0.106
2026,US,PtL,4.848,1.2129,True,optimal,0.106
2026,US,Co-processing,1.015,0.515,True,optimal,0.106
2026,APAC,HEFA,0.4225,0.1535,True,optimal,0.106
2026,APAC,ATJ,3.248,1.648,True,optimal,0.106
2026,APAC,FT-MSW,1.5225,0.7725,True,optimal,0.106
2026,APAC,PtL,3.0498,0.1404,True,optimal,0.106
2026,APAC,Co-processing,1.2688,0.6438,True,optimal,0.106
2026,MENA,HEFA,0.1074,0.0545,True,optimal,0.106
2026,MENA,ATJ,0.2436,0.1236,True,optimal,0.106
2026,MENA,FT-MSW,0.1015,0.0515,True,optimal,0.106
2026,MENA,PtL,8.9878,3.0705,True,optimal,0.106
2026,MENA,Co-processing,0.2538,0.1288,True,optimal,0.106
2026,LATAM,ATJ,2.1557,0.6562,True,optimal,0.106
2026,LATAM,Co-processing,0.6246,0.3169,True,optimal,0.106
2026,ROW,ATJ,1.4913,0.4913,True,optimal,0.106
2026,ROW,FT-MSW,0.2372,0.0,True,optimal,0.106
2026,ROW,Co-processing,0.7808,0.3962,True,optimal,0.106
2027,EU,HEFA,0.444,0.0,True,infeasible,0.0
2027,EU,ATJ,1.624,0.0,True,infeasible,0.0
2027,EU,FT-MSW,0.7612,0.0,True,infeasible,0.0
2027,EU,PtL,10.1729,0.0,True,infeasible,0.0
2027,EU,Co-processing,0.7612,0.0,True,infeasible,0.0
2027,US,HEFA,0.5233,0.0,True,infeasible,0.0
2027,US,ATJ,2.436,0.0,True,infeasible,0.0
2027,US,FT-MSW,1.015,0.0,True,infeasible,0.0
2027,US,PtL,4.848,0.0,True,infeasible,0.0
2027,US,Co-processing,1.015,0.0,True,infeasible,0.0
2027,APAC,HEFA,0.4225,0.0,True,infeasible,0.0
2027,APAC,ATJ,3.248,0.0,True,infeasible,0.0
2027,APAC,FT-MSW,1.5225,0.0,True,infeasible,0.0
2027,APAC,PtL,3.0498,0.0,True,infeasible,0.0
2027,APAC,Co-processing,1.2688,0.0,True,infeasible,0.0
2027,MENA,HEFA,0.1074,0.0,True,infeasible,0.0
2027,MENA,ATJ,0.2436,0.0,True,infeasible,0.0
2027,MENA,FT-MSW,0.1015,0.0,True,infeasible,0.0
2027,MENA,PtL,8.9878,0.0,True,infeasible,0.0
2027,MENA,Co-processing,0.2538,0.0,True,infeasible,0.0
2027,LATAM,ATJ,2.1557,0.0,True,infeasible,0.0
2027,LATAM,Co-processing,0.6246,0.0,True,infeasible,0.0
2027,ROW,ATJ,1.4913,0.0,True,infeasible,0.0
2027,ROW,FT-MSW,0.2372,0.0,True,infeasible,0.0
2027,ROW,Co-processing,0.7808,0.0,True,infeasible,0.0
2028,EU,HEFA,0.444,0.0,True,infeasible,0.0
2028,EU,ATJ,1.624,0.0,True,infeasible,0.0
2028,EU,FT-MSW,0.7612,0.0,True,infeasible,0.0
2028,EU,PtL,10.1729,0.0,True,infeasible,0.0
2028,EU,Co-processing,0.7612,0.0,True,infeasible,0.0
2028,US,HEFA,0.5233,0.0,True,infeasible,0.0
2028,US,ATJ,2.436,0.0,True,infeasible,0.0
2028,US,FT-MSW,1.015,0.0,True,infeasible,0.0
2028,US,PtL,4.848,0.0,True,infeasible,0.0
2028,US,Co-processing,1.015,0.0,True,infeasible,0.0
2028,APAC,HEFA,0.4225,0.0,True,infeasible,0.0
2028,APAC,ATJ,3.248,0.0,True,infeasible,0.0
2028,APAC,FT-MSW,1.5225,0.0,True,infeasible,0.0
2028,APAC,PtL,3.0498,0.0,True,infeasible,0.0
2028,APAC,Co-processing,1.2688,0.0,True,infeasible,0.0
2028,MENA,HEFA,0.1074,0.0,True,infeasible,0.0
2028,MENA,ATJ,0.2436,0.0,True,infeasible,0.0
2028,MENA,FT-MSW,0.1015,0.0,True,infeasible,0.0
2028,MENA,PtL,8.9878,0.0,True,infeasible,0.0
2028,MENA,Co-processing,0.2538,0.0,True,infeasible,0.0
2028,LATAM,ATJ,2.1557,0.0,True,infeasible,0.0
2028,LATAM,Co-processing,0.6246,0.0,True,infeasible,0.0
2028,ROW,ATJ,1.4913,0.0,True,infeasible,0.0
2028,ROW,FT-MSW,0.2372,0.0,True,infeasible,0.0
2028,ROW,Co-processing,0.7808,0.0,True,infeasible,0.0
2029,EU,HEFA,0.444,0.0,True,infeasible,0.0
2029,EU,ATJ,1.624,0.0,True,infeasible,0.0
2029,EU,FT-MSW,0.7612,0.0,True,infeasible,0.0
2029,EU,PtL,10.1729,0.0,True,infeasible,0.0
2029,EU,Co-processing,0.7612,0.0,True,infeasible,0.0
2029,US,HEFA,0.5233,0.0,True,infeasible,0.0
2029,US,ATJ,2.436,0.0,True,infeasible,0.0
2029,US,FT-MSW,1.015,0.0,True,infeasible,0.0
2029,US,PtL,4.848,0.0,True,infeasible,0.0
2029,US,Co-processing,1.015,0.0,True,infeasible,0.0
2029,APAC,HEFA,0.4225,0.0,True,infeasible,0.0
2029,APAC,ATJ,3.248,0.0,True,infeasible,0.0
2029,APAC,FT-MSW,1.5225,0.0,True,infeasible,0.0
2029,APAC,PtL,3.0498,0.0,True,infeasible,0.0
2029,APAC,Co-processing,1.2688,0.0,True,infeasible,0.0
2029,MENA,HEFA,0.1074,0.0,True,infeasible,0.0
2029,MENA,ATJ,0.2436,0.0,True,infeasible,0.0
2029,MENA,FT-MSW,0.1015,0.0,True,infeasible,0.0
2029,MENA,PtL,8.9878,0.0,True,infeasible,0.0
2029,MENA,Co-processing,0.2538,0.0,True,infeasible,0.0
2029,LATAM,ATJ,2.1557,0.0,True,infeasible,0.0
2029,LATAM,Co-processing,0.6246,0.0,True,infeasible,0.0
2029,ROW,ATJ,1.4913,0.0,True,infeasible,0.0
2029,ROW,FT-MSW,0.2372,0.0,True,infeasible,0.0
2029,ROW,Co-processing,0.7808,0.0,True,infeasible,0.0
2030,EU,HEFA,0.444,0.0,True,infeasible,0.0
2030,EU,ATJ,1.624,0.0,True,infeasible,0.0
2030,EU,FT-MSW,0.7612,0.0,True,infeasible,0.0
2030,EU,PtL,10.1729,0.0,True,infeasible,0.0
2030,EU,Co-processing,0.7612,0.0,True,infeasible,0.0
2030,US,HEFA,0.5233,0.0,True,infeasible,0.0
2030,US,ATJ,2.436,0.0,True,infeasible,0.0
2030,US,FT-MSW,1.015,0.0,True,infeasible,0.0
2030,US,PtL,4.848,0.0,True,infeasible,0.0
2030,US,Co-processing,1.015,0.0,True,infeasible,0.0
2030,APAC,HEFA,0.4225,0.0,True,infeasible,0.0
2030,APAC,ATJ,3.248,0.0,True,infeasible,0.0
2030,APAC,FT-MSW,1.5225,0.0,True,infeasible,0.0
2030,APAC,PtL,3.0498,0.0,True,infeasible,0.0
2030,APAC,Co-processing,1.2688,0.0,True,infeasible,0.0
2030,MENA,HEFA,0.1074,0.0,True,infeasible,0.0
2030,MENA,ATJ,0.2436,0.0,True,infeasible,0.0
2030,MENA,FT-MSW,0.1015,0.0,True,infeasible,0.0
2030,MENA,PtL,8.9878,0.0,True,infeasible,0.0
2030,MENA,Co-processing,0.2538,0.0,True,infeasible,0.0
2030,LATAM,ATJ,2.1557,0.0,True,infeasible,0.0
2030,LATAM,Co-processing,0.6246,0.0,True,infeasible,0.0
2030,ROW,ATJ,1.4913,0.0,True,infeasible,0.0
2030,ROW,FT-MSW,0.2372,0.0,True,infeasible,0.0
2030,ROW,Co-processing,0.7808,0.0,True,infeasible,0.0
2031,EU,HEFA,0.444,0.0,True,infeasible,0.0
2031,EU,ATJ,1.624,0.0,True,infeasible,0.0
2031,EU,FT-MSW,0.7612,0.0,True,infeasible,0.0
2031,EU,PtL,10.1729,0.0,True,infeasible,0.0
2031,EU,Co-processing,0.7612,0.0,True,infeasible,0.0
2031,US,HEFA,0.5233,0.0,True,infeasible,0.0
2031,US,ATJ,2.436,0.0,True,infeasible,0.0
2031,US,FT-MSW,1.015,0.0,True,infeasible,0.0
2031,US,PtL,4.848,0.0,True,infeasible,0.0
2031,US,Co-processing,1.015,0.0,True,infeasible,0.0
2031,APAC,HEFA,0.4225,0.0,True,infeasible,0.0
2031,APAC,ATJ,3.248,0.0,True,infeasible,0.0
2031,APAC,FT-MSW,1.5225,0.0,True,infeasible,0.0
2031,APAC,PtL,3.0498,0.0,True,infeasible,0.0
2031,APAC,Co-processing,1.2688,0.0,True,infeasible,0.0
2031,MENA,HEFA,0.1074,0.0,True,infeasible,0.0
2031,MENA,ATJ,0.2436,0.0,True,infeasible,0.0
2031,MENA,FT-MSW,0.1015,0.0,True,infeasible,0.0
2031,MENA,PtL,8.9878,0.0,True,infeasible,0.0
2031,MENA,Co-processing,0.2538,0.0,True,infeasible,0.0
2031,LATAM,ATJ,2.1557,0.0,True,infeasible,0.0
2031,LATAM,Co-processing,0.6246,0.0,True,infeasible,0.0
2031,ROW,ATJ,1.4913,0.0,True,infeasible,0.0
2031,ROW,FT-MSW,0.2372,0.0,True,infeasible,0.0
2031,ROW,Co-processing,0.7808,0.0,True,infeasible,0.0
2032,EU,HEFA,0.444,0.0,True,infeasible,0.0
2032,EU,ATJ,1.624,0.0,True,infeasible,0.0
2032,EU,FT-MSW,0.7612,0.0,True,infeasible,0.0
2032,EU,PtL,10.1729,0.0,True,infeasible,0.0
2032,EU,Co-processing,0.7612,0.0,True,infeasible,0.0
2032,US,HEFA,0.5233,0.0,True,infeasible,0.0
2032,US,ATJ,2.436,0.0,True,infeasible,0.0
2032,US,FT-MSW,1.015,0.0,True,infeasible,0.0
2032,US,PtL,4.848,0.0,True,infeasible,0.0
2032,US,Co-processing,1.015,0.0,True,infeasible,0.0
2032,APAC,HEFA,0.4225,0.0,True,infeasible,0.0
2032,APAC,ATJ,3.248,0.0,True,infeasible,0.0
2032,APAC,FT-MSW,1.5225,0.0,True,infeasible,0.0
2032,APAC,PtL,3.0498,0.0,True,infeasible,0.0
2032,APAC,Co-processing,1.2688,0.0,True,infeasible,0.0
2032,MENA,HEFA,0.1074,0.0,True,infeasible,0.0
2032,MENA,ATJ,0.2436,0.0,True,infeasible,0.0
2032,MENA,FT-MSW,0.1015,0.0,True,infeasible,0.0
2032,MENA,PtL,8.9878,0.0,True,infeasible,0.0
2032,MENA,Co-processing,0.2538,0.0,True,infeasible,0.0
2032,LATAM,ATJ,2.1557,0.0,True,infeasible,0.0
2032,LATAM,Co-processing,0.6246,0.0,True,infeasible,0.0
2032,ROW,ATJ,1.4913,0.0,True,infeasible,0.0
2032,ROW,FT-MSW,0.2372,0.0,True,infeasible,0.0
2032,ROW,Co-processing,0.7808,0.0,True,infeasible,0.0
2033,EU,HEFA,0.444,0.0,True,infeasible,0.0
2033,EU,ATJ,1.624,0.0,True,infeasible,0.0
2033,EU,FT-MSW,0.7612,0.0,True,infeasible,0.0
2033,EU,PtL,10.1729,0.0,True,infeasible,0.0
2033,EU,Co-processing,0.7612,0.0,True,infeasible,0.0
2033,US,HEFA,0.5233,0.0,True,infeasible,0.0
2033,US,ATJ,2.436,0.0,True,infeasible,0.0
2033,US,FT-MSW,1.015,0.0,True,infeasible,0.0
2033,US,PtL,4.848,0.0,True,infeasible,0.0
2033,US,Co-processing,1.015,0.0,True,infeasible,0.0
2033,APAC,HEFA,0.4225,0.0,True,infeasible,0.0
2033,APAC,ATJ,3.248,0.0,True,infeasible,0.0
2033,APAC,FT-MSW,1.5225,0.0,True,infeasible,0.0
2033,APAC,PtL,3.0498,0.0,True,infeasible,0.0
2033,APAC,Co-processing,1.2688,0.0,True,infeasible,0.0
2033,MENA,HEFA,0.1074,0.0,True,infeasible,0.0
2033,MENA,ATJ,0.2436,0.0,True,infeasible,0.0
2033,MENA,FT-MSW,0.1015,0.0,True,infeasible,0.0
2033,MENA,PtL,8.9878,0.0,True,infeasible,0.0
2033,MENA,Co-processing,0.2538,0.0,True,infeasible,0.0
2033,LATAM,ATJ,2.1557,0.0,True,infeasible,0.0
2033,LATAM,Co-processing,0.6246,0.0,True,infeasible,0.0
2033,ROW,ATJ,1.4913,0.0,True,infeasible,0.0
2033,ROW,FT-MSW,0.2372,0.0,True,infeasible,0.0
2033,ROW,Co-processing,0.7808,0.0,True,infeasible,0.0
2034,EU,HEFA,0.444,0.0,True,infeasible,0.0
2034,EU,ATJ,1.624,0.0,True,infeasible,0.0
2034,EU,FT-MSW,0.7612,0.0,True,infeasible,0.0
2034,EU,PtL,10.1729,0.0,True,infeasible,0.0
2034,EU,Co-processing,0.7612,0.0,True,infeasible,0.0
2034,US,HEFA,0.5233,0.0,True,infeasible,0.0
2034,US,ATJ,2.436,0.0,True,infeasible,0.0
2034,US,FT-MSW,1.015,0.0,True,infeasible,0.0
2034,US,PtL,4.848,0.0,True,infeasible,0.0
2034,US,Co-processing,1.015,0.0,True,infeasible,0.0
2034,APAC,HEFA,0.4225,0.0,True,infeasible,0.0
2034,APAC,ATJ,3.248,0.0,True,infeasible,0.0
2034,APAC,FT-MSW,1.5225,0.0,True,infeasible,0.0
2034,APAC,PtL,3.0498,0.0,True,infeasible,0.0
2034,APAC,Co-processing,1.2688,0.0,True,infeasible,0.0
