year,region,clearing_price_usd_per_mt,pricing_regime,shadow_price_usd_per_mt,supply_cost_usd_per_mt,transport_premium_usd_per_mt,mandate_premium_usd_per_mt,carbon_offset_usd_per_mt,margin_usd_per_mt
2025,APAC,794.5000118958177,voluntary_cost_plus,385.0,390.0,55.000118958176806,0.0,0.0,44.500011895817686
2025,EU,461.0,regulated_refueleu,320.0,309.10181672582166,0.0,16.0,125.0,0.0
2025,LATAM,759.0,voluntary_cost_plus,315.0,290.0,0.0,0.0,0.0,29.0
2025,MENA,727.0,voluntary_cost_plus,340.0,270.0,0.0,0.0,0.0,27.0
2025,ROW,791.0,voluntary_cost_plus,345.0,310.0,0.0,0.0,0.0,31.0
2025,US,823.0,voluntary_cost_plus,330.0,330.0,0.0,0.0,0.0,33.0
2026,APAC,792.825329791015,voluntary_cost_plus,373.254110369526,373.25411036952624,54.99918754062296,0.0,0.0,42.82532979101492
2026,EU,461.954110369526,regulated_refueleu,308.254110369526,301.648129053591,0.0,16.2,137.5,0.0
2026,LATAM,759.0,voluntary_cost_plus,303.254110369526,290.0,0.0,0.0,0.0,29.0
2026,MENA,727.0,voluntary_cost_plus,328.254110369526,270.0,0.0,0.0,0.0,27.0
2026,ROW,791.0,voluntary_cost_plus,333.254110369526,310.0,0.0,0.0,0.0,31.0
2026,US,823.0,voluntary_cost_plus,330.0,330.0,0.0,0.0,0.0,33.0
2027,APAC,789.1091012679296,voluntary_cost_plus,346.091012679296,346.09101267929617,45.0,0.0,0.0,39.10910126792962
2027,EU,470.70340450780003,regulated_refueleu,296.1034045078,296.1034045077996,0.0,24.599999999999998,150.0,0.0
2027,LATAM,759.0,voluntary_cost_plus,290.0,290.00000000000006,0.0,0.0,0.0,29.000000000000007
2027,MENA,727.0,voluntary_cost_plus,301.091012679296,270.0,0.0,0.0,0.0,27.0
2027,ROW,791.0,voluntary_cost_plus,310.0,310.0,0.0,0.0,0.0,31.0
2027,US,821.397319845174,voluntary_cost_plus,313.97319845174,313.97319845174025,0.0,0.0,0.0,31.397319845174025
2028,APAC,787.3359631639896,voluntary_cost_plus,328.359631639896,328.35963163989567,45.0,0.0,0.0,37.33596316398957
2028,EU,487.677337063007,regulated_refueleu,291.977337063007,291.9773370630074,0.0,33.2,162.5,0.0
2028,LATAM,759.0,voluntary_cost_plus,290.0,290.0,0.0,0.0,0.0,29.0
2028,MENA,727.0,voluntary_cost_plus,283.359631639896,270.0,0.0,0.0,0.0,27.0
2028,ROW,791.0,voluntary_cost_plus,310.0,310.0,0.0,0.0,0.0,31.0
2028,US,819.4523710884636,voluntary_cost_plus,294.523710884636,294.5237108846356,0.0,0.0,0.0,29.45237108846356
2029,APAC,786.2213980940297,voluntary_cost_plus,317.213980940298,317.21398094029774,45.0,0.0,0.0,36.22139809402977
2029,EU,508.874076609057,regulated_refueleu,291.874076609057,291.8740766090566,0.0,42.0,175.0,0.0
2029,LATAM,759.0,voluntary_cost_plus,290.0,290.00000000000006,0.0,0.0,0.0,29.000000000000007
2029,MENA,727.0,voluntary_cost_plus,272.213980940298,270.0,0.0,0.0,0.0,27.0
2029,ROW,791.0,voluntary_cost_plus,310.0,310.00000000000006,0.0,0.0,0.0,31.000000000000007
2029,US,818.1791239921552,voluntary_cost_plus,281.791239921552,281.79123992155155,0.0,0.0,0.0,28.179123992155155
2030,APAC,781.0449634214425,voluntary_cost_plus,310.449634214425,310.4496342144246,0.0,0.0,0.0,31.04496342144246
2030,EU,538.5624929762021,regulated_refueleu,300.062492976202,300.0624929762019,0.0,51.0,187.5,0.0
2030,LATAM,759.0,voluntary_cost_plus,290.0,290.0,0.0,0.0,0.0,29.0
2030,MENA,727.0,voluntary_cost_plus,270.0,270.0,0.0,0.0,0.0,27.0
2030,ROW,791.0,voluntary_cost_plus,310.0,310.00000000000006,0.0,0.0,0.0,31.000000000000007
2030,US,817.3760403848195,voluntary_cost_plus,273.760403848195,273.7604038481952,0.0,0.0,0.0,27.37604038481952
2031,APAC,780.7007608445984,voluntary_cost_plus,307.007608445985,307.00760844598494,0.0,0.0,0.0,30.700760844598495
2031,EU,579.995700423202,regulated_refueleu,311.195700423202,311.19570042320197,35.0,68.8,200.0,0.0
2031,LATAM,759.0,voluntary_cost_plus,290.0,290.0,0.0,0.0,0.0,29.0
2031,MENA,727.0,voluntary_cost_plus,276.195700423202,270.0,0.0,0.0,0.0,27.0
2031,ROW,791.0,voluntary_cost_plus,310.0,309.99999999999994,0.0,0.0,0.0,30.999999999999996
2031,US,816.9768004316198,voluntary_cost_plus,269.768004316199,269.76800431619876,0.0,0.0,0.0,26.97680043161988
2032,APAC,780.4803332445309,voluntary_cost_plus,304.80333244531,304.80333244530976,0.0,0.0,0.0,30.48033324453098
2032,EU,625.929406318245,regulated_refueleu,326.429406318245,326.4294063182445,40.000775058129356,87.0,212.5,0.0
2032,LATAM,759.0,voluntary_cost_plus,290.0,290.0,0.0,0.0,0.0,29.0
2032,MENA,727.0614520929882,voluntary_cost_plus,291.429406318245,270.614520929882,0.0,0.0,0.0,27.061452092988205
2032,ROW,791.0,voluntary_cost_plus,310.0,309.99999999999994,0.0,0.0,0.0,30.999999999999996
2032,US,817.524776565,voluntary_cost_plus,281.429406318245,275.24776565,0.0,0.0,0.0,27.524776565000003
2033,APAC,780.7974267184339,voluntary_cost_plus,307.97426718434,307.9742671843399,0.0,0.0,0.0,30.797426718433993
2033,EU,691.553664869739,regulated_refueleu,343.353664869739,343.3536648697386,43.333550028170336,123.20000000000002,225.0,0.0
2033,LATAM,759.0,voluntary_cost_plus,293.353664869739,290.00000000000006,0.0,0.0,0.0,29.000000000000007
2033,MENA,727.4644398561518,voluntary_cost_plus,308.353664869739,274.6443985615177,0.0,0.0,0.0,27.46443985615177
2033,ROW,791.0,voluntary_cost_plus,310.0,310.0,0.0,0.0,0.0,31.0
2033,US,818.978734992276,voluntary_cost_plus,298.353664869739,289.78734992276077,0.0,0.0,0.0,28.978734992276078
2034,APAC,782.1842231183258,voluntary_cost_plus,321.842231183258,321.84223118325826,0.0,0.0,0.0,32.184223118325825
2034,EU,750.307277263156,regulated_refueleu,361.507277263156,361.5072772631562,43.333333333333336,151.3,237.5,0.0
2034,LATAM,759.0,voluntary_cost_plus,311.507277263156,290.0,0.0,0.0,0.0,29.0
2034,MENA,728.2983571359881,voluntary_cost_plus,326.507277263156,282.9835713598816,0.0,0.0,0.0,28.29835713598816
2034,ROW,791.0,voluntary_cost_plus,310.0,310.0,0.0,0.0,0.0,31.0
2034,US,820.7133501874658,voluntary_cost_plus,316.507277263156,307.133501874658,0.0,0.0,0.0,30.713350187465803
